product_id,product,product_cat,sub_catagory,price
826,Mini Waffle Maker,Kitchen,Small Appliances,4427.1
827,Reusable Coffee Filter,Kitchen,Coffee Accessories,2219.74
828,Basic V-Neck T-Shirt,Clothing - Tops,T-Shirts,6767.76
829,Pumpkin Spice Latte Mix,Food - Beverages,Tea & Coffee Mixes,9420.38
830,Phone Case,Accessories,Mobile Accessories,6216.32
831,Glass Tea Pot,Kitchen,Coffee Equipment,3466.42
832,Cheesy Broccoli Soup Mix,Food - Soups,Creamy Soups,4381.96
833,Apple Cinnamon Oatmeal,Food - Breakfast,Instant Breakfast,8637.06
834,Organic Spinach,Food - Produce,Leafy Greens,8903.85
835,Chili Lime Shrimp,Food - Seafood,Marinated Seafood,1198.02
836,Motion Sensor Light,Home,Lighting & Lamps,5084.88
837,Asian Noodle Salad Kit,Food - Salads,Noodle Salads,7744.49
838,Yoga Wheel,Fitness,Yoga Equipment,4773.6
839,Coconut Macaroons,Food - Confectionery,Cookies & Biscuits,9322.86
840,Electric Rice Cooker,Kitchen,Cooking Appliances,8731.88
841,Beef Enchilada Casserole,Food - Prepared Meals,Casseroles,9200.22
842,Portable Laptop Table,Office,Laptop Accessories,3578.12
843,Cilantro Lime Rice,Food - Grains,Flavored Rice Dishes,7773.63
844,Luxury Bath Robe,Clothing,Loungewear,6284.3
845,Peanut Butter Chocolate Clusters,Food - Desserts,Chocolate Desserts,8459.66
846,Bluetooth Shower Speaker,Audio,Portable Speakers,7537.87
847,Leather Wallet,Accessories,Wallets,1190.38
848,Californian Raisins,Food - Dried Fruits,Dried Fruits,5572.43
849,Cordless Electric Screwdriver,Tools,Power Tools,2473.15
850,Frozen Burritos,Food - Frozen Foods,Frozen Entrees,6694.11
851,Chocolate Chip Muffins,Food - Bakery,Muffins,5417.4
852,Multi-Layer Food Steamer,Kitchen,Cooking Appliances,2692.31
853,Coconut Milk Ice Cream,Food - Frozen Desserts,Dairy-Free Desserts,1959.94
854,Portable Solar Phone Charger,Electronics,Solar Power Accessories,9633.62
855,Organic Tomato Ketchup,Food - Condiments,Natural Sauces,7192.22
856,Digital Kitchen Timer,Kitchen,Cooking Tools & Utensils,5698.13
857,Chocolate Chip Energy Balls,Food - Snacks,Healthy Snacks,2553.55
858,Thai Green Curry Paste,Food - Sauces,International Sauces,9086.4
859,Cheese Stuffed Jalapenos,Food - Snacks,Savory Snacks,1224.98
860,Electric Air Pump,Outdoor,Inflation Equipment,9780.12
861,Pineapple Chunks (canned),Food - Fruits,Canned Fruits,9427.54
862,DIY Candle Kit,Crafts,Candle & Soap Making Supplies,6061.48
863,Weighted Jump Rope with Counter,Fitness,Cardio Equipment,5127.37
864,Kale and Quinoa Salad,Food - Salads,Healthy Salads,8904.09
865,Honey Graham Crackers,Food - Snacks,Sweet Snacks,8552.28
866,Yoga Mat Carrier,Fitness,Yoga Equipment,5207.2
867,Electric Ice Cream Maker,Kitchen,Cooking Appliances,2129.63
868,Fitness Tracker with Heart Rate Monitor,Fitness,Wearable Technology,9761.93
869,Adjustable Garden Rake,Garden,Garden Tools,5183.33
870,Water Bottle,Fitness,Hydration Gear,3436.77
871,Creamy Avocado Dip,Food - Snacks,Dips and Spreads,3907.77
872,Garden Vegetable Chips,Food - Snacks,Vegetable Snacks,9069.28
873,Stylish Combat Boots,Clothing - Shoes,Footwear - Boots,1478.75
874,Vegetable and Cheese Quesadillas,Food - Frozen,Frozen Meals,6175.27
875,Mini Meatballs,Food - Frozen Meals,Frozen Appetizers,6669.75
876,Desk Lamp with USB Port,Office,Lighting,2267.92
877,Chickpeas,Food - Canned Goods,Canned Legumes,1473.33
878,Avocados,Food - Produce,Fruits,2404.1
879,Adjustable Garden Rake,Garden,Garden Tools,1909.06
880,Electric Blanket,Home,Bedding & Linens,6212.16
881,Pet Nail Clipper,Pets,Grooming Supplies,4487.05
882,Car Vacuum,Automotive,Car Cleaning,6958.83
883,Organic Granola Cereal,Food - Breakfast,Healthy Breakfast Options,702.53
884,Outdoor Folding Table,Outdoor,Outdoor Furniture,5744.8
885,Self-Cleaning Water Bottle,Fitness,Hydration Gear,2462.0
886,Tea Infuser,Kitchen,Coffee Accessories,5086.49
887,Watering Can with Nozzle,Garden,Garden Tools,3583.21
888,Spaghetti and Meatball Dinner Kit,Food - Meal Kits,Italian Cuisine Meal Kits,1690.34
889,Protein Powder,Fitness,Nutritional Supplements,8961.22
890,Wireless Gaming Headset,Gaming,Gaming Accessories,1950.03
891,Floral Summer Dress,Clothing - Dresses,Casual Dresses,8841.43
892,Savory Pumpkin Soup,Food - Soups,Specialty Soups,4484.12
893,Compact Refrigerator,Home Appliances,Refrigerators,3748.38
894,Multifunctional Pocket Tool,Tools,Hand Tools,406.49
895,Vegetarian Stuffed Peppers,Food - Prepared Foods,Vegetarian Meals,4870.05
896,Phone Screen Protector,Accessories,Mobile Accessories,1972.65
897,Casual Long Cardigan,Clothing - Outerwear,Knitwear,5645.91
898,Snack Container Set,Kitchen,Food Storage & Organization,204.04
899,Portable Bluetooth Headphones,Audio,Wireless Audio Accessories,3049.13
900,Interactive Robot Toy,Toys,Robotics Toys,632.23
901,Ice Cream Maker,Kitchen,Small Appliances,8438.15
902,Wireless HDMI Receiver,Electronics,Wireless Video Transmission,325.42
903,Biodegradable Phone Case,Accessories,Eco-Friendly Accessories,4127.87
904,Wi-Fi Enabled Smart Light Switch,Smart Home,Smart Lighting,9832.47
905,Pet Tracking Collar,Pets,Pet Accessories,1957.51
906,Veggie Lovers Pizza,Food - Frozen Foods,Frozen Pizza,2618.79
907,Chili Garlic Sauce,Food - Condiments,Spicy Sauces,3430.97
908,Puffed Rice Cake,Food - Snacks,Savory Snacks,8139.12
909,Crispy Kale Chips,Food - Snacks,Healthy Snacks,5427.18
910,Wireless Gaming Mouse,Gaming,Gaming Accessories,5744.93
911,Tomato Sauce,Food - Canned Goods,Sauces & Condiments,700.09
912,Electric Toothbrush Holder,Health,Oral Care & Hygiene,9332.86
913,Solar Charger,Electronics,Portable Power Solutions,5867.81
914,Paprika,Food - Spices,Dried Spices,1917.56
915,Cinnamon Roll Dough,Food - Bakery,Frozen Baked Goods,3135.09
916,Ice Cream,Food - Frozen Foods,Frozen Desserts,6691.9
917,Sweet Pea Hummus,Food - Dips,Vegetable Dips,5238.07
918,Coconut Curry Chicken,Food - Frozen Foods,Frozen Meals,9921.11
919,Cat Tree,Pets,Cat Furniture,432.51
920,Trendy Bomber Jacket,Clothing - Outerwear,Jackets,3935.46
921,Heavy Duty Gardening Tool Set,Garden,Garden Tools,5279.13
922,Spiced Pumpkin Soup,Food - Canned Soups,Soups,7804.04
923,Handmade Leather Wallet,Accessories,Wallets,5383.63
924,Elderberry Syrup,Food - Supplements,Supplements,878.88
925,Plant-Based Cookbook,Books,Cookbooks & Nutrition,1101.63
926,Whole Wheat Pasta,Food - Grains,Pasta,9493.33
927,Sports Bottle,Fitness,Hydration Gear,6177.43
928,Zesty Garlic Hummus,Food - Snacks,Dips and Spreads,1082.26
929,Halloween Decoration Set,Home,Seasonal Home Decor,8656.49
930,Cold Brew Coffee Concentrate,Food - Beverages,Coffee,6280.0
931,Fleece Throw Blanket,Home,Bedding & Linens,4241.76
932,Set of Silicone Cooking Utensils,Kitchen,Cooking Tools & Utensils,2085.72
933,Portable Charger with Solar Panel,Electronics,Solar Power Accessories,1431.14
934,Sweet Potatoes (organic),Food - Vegetables,Vegetables,962.45
935,Habanero Hot Sauce,Food - Condiments,Spicy Sauces,3665.17
936,Coconut Milk,Food - Canned Goods,Coconut Products,6093.57
937,Sporty Cap,Clothing - Accessories,Headwear,7884.22
938,Mango Salsa,Food - Condiments,Salsas,3911.73
939,Wooden Kitchen Utensil Set,Kitchen,Kitchen Gadgets,2649.71
940,Ginger Turmeric Tea,Food - Beverages,Herbal Tea,8643.73
941,Wall Planner,Office,Organizational Tools,6197.87
942,Heavy Duty Gardening Tool Set,Garden,Garden Tools,6167.33
943,Tabletop Fire Pit,Outdoor,Outdoor Accessories,5459.73
944,Adjustable Yoga Mat Strap,Fitness,Yoga Equipment,9951.8
945,Heavy Duty Gardening Tool Set,Garden,Garden Tools,4829.22
946,Chickpeas,Food - Canned Goods,Canned Legumes,3849.35
947,Fresh Basil Pesto,Food - Sauces,Herb-Based Sauces,1724.01
948,Banana Chips,Food - Snacks,Sweet Snacks,4886.98
949,Maple Almond Yogurt,Food - Dairy,Flavored Yogurt,3067.25
950,Asian Salad Mix,Food - Produce,Salad Mixes,6129.54
951,Fitness Activity Journal,Fitness,Health & Wellness Tools,5417.05
952,Granulated Sugar,Food - Baking,Baking Ingredients,3417.21
953,Greek Feta Cheese,Food - Dairy,Cheese,5014.75
954,Pet Training Pads,Pets,Training Supplies,6795.93
955,Honey Sesame Chicken Mix,Food - Frozen Meals,Frozen Asian Meals,5995.73
956,Teriyaki Salmon Fillets,Food - Seafood,Prepared Seafood,4133.29
957,Mini Projector,Electronics,Portable Audio & Video Equipment,8711.87
958,Curried Lentil Salad,Food - Salads,Vegetarian Salads,4011.38
959,Dog Car Seat Cover,Pets,Pet Safety Gear,2706.87
960,Nail Polish Set,Beauty,Nail Care,7585.26
961,Brownie Bites,Food - Baked Goods,Desserts,8997.92
962,Ceramic Cookware Set,Kitchen,Cookware,4110.19
963,Mediterranean Couscous,Food - Grains,Couscous,6988.84
964,Frozen Burritos,Food - Frozen Foods,Frozen Entrees,3288.37
965,Smartwatch,Wearable Tech,Fitness Monitors,1244.41
966,Biodegradable Trash Bags,Home,Eco-Friendly Home Products,2119.62
967,Whole Roasted Chicken,Food - Meats,Poultry,5371.5
968,Sweet Potato Tots,Food - Frozen Foods,Frozen Snacks,1682.33
969,Arcade Game Machine,Gaming,Arcade Machines & Cabinets,8286.99
970,Whole Wheat Bread,Food - Bakery,Breads,8051.53
971,Wine Glasses,Home,Kitchen Accessories,7047.99
972,Honey Wheat Pretzels,Food - Snacks,Savory Snacks,3570.28
973,Heat-Resistant Silicone Mat,Kitchen,Baking Accessories,5202.38
974,Electric Egg Cooker,Kitchen,Small Appliances,4001.17
975,Kale & Quinoa Salad Mix,Food - Salads,Ready-to-Eat Salads,5065.71
976,USB Desk Fan,Home,Home Appliances,870.04
977,Emergency Preparedness Kit,Safety,Disaster Preparedness,5790.37
978,Dog Training Whistle,Pets,Training Supplies,7331.2
979,Travel Makeup Organizer,Beauty,Makeup,8261.01
980,Collapsible Pet Dog Bowl,Pets,Pet Accessories,3587.53
981,Halloween Decoration Set,Home,Seasonal Home Decor,3784.57
982,Dog Training Whistle,Pets,Training Supplies,8968.25
983,Mayonnaise,Food - Condiments,Sauces,2182.98
984,Coconut Flakes,Food - Baking,Baking Ingredients,9387.01
985,Plant Growing Kit,Garden,Indoor Gardening Supplies,5003.24
986,Graphic Tee,Clothing,T-shirts,1213.74
987,Sunglasses Case,Accessories,Eyewear,3928.77
988,Non-Stick Grill Mat,Outdoor,Grilling Accessories,8665.29
989,Outdoor Picnic Blanket,Outdoor,Camping Equipment,8594.47
990,Balsamic Vinaigrette,Food - Dressings,Dressings,8765.28
991,Smartphone Holder for Car,Automotive,Phone Accessories,8461.57
992,Chocolate Dipped Fruit,Food - Snacks,Sweet Snacks,2746.95
993,Vegetarian Pizza,Food - Frozen Foods,Frozen Vegetarian Meals,8230.23
994,Smart Doorbell,Smart Home,Home Security,9596.9
995,Phone Screen Protector,Accessories,Mobile Accessories,6210.16
996,Sweet Pea Hummus,Food - Dips,Vegetable Dips,986.16
997,Cat Tree with Scratching Posts,Pets,Cat Furniture,9967.42
998,Travel Size Toiletry Bottles,Travel,Travel Accessories,9845.1
999,Classic Pesto Sauce,Food - Sauces,Italian Sauces,7316.81
1000,Chipotle Sauce,Food - Condiments,Spicy Sauces,1015.4
